CustomerID,Tenure,WarehouseToHome,Churn,PreferredOrderCat,SatisfactionScore,MaritalStatus,Complain,DaySinceLastOrder,CashbackAmount,LoginFrequency
CUST-02488,15.0,39,1,Mobile Phone,1,Divorced,1,31.0,177.75,Daily
CUST-02489,47.0,36,0,Laptop & Accessory,5,Single,1,15.0,326.59,Weekly
CUST-02490,24.0,44,0,Grocery,4,Divorced,1,,368.71,Weekly
CUST-02491,25.0,6,0,Grocery,5,Married,0,,260.7,Monthly
CUST-02492,24.0,200,1,Mobile Phone,5,Married,0,30.0,300.73,Weekly
CUST-02493,16.0,7,1,Laptop & Accessory,1,Divorced,0,40.0,61.64,Rarely
CUST-02494,23.0,48,1,Mobile Phone,3,Divorced,1,15.0,146.24,Weekly
CUST-02495,34.0,21,0,Laptop & Accessory,4,Divorced,0,44.0,52.13,Monthly
CUST-02496,4.0,11,0,Fashion,3,Married,1,33.0,135.34,Monthly
CUST-02497,,5,0,Grocery,2,Single,0,21.0,172.51,Rarely
CUST-02498,35.0,29,0,Fashion,1,Married,0,13.0,73.46,Daily
CUST-02499,4.0,47,0,Mobile Phone,4,Single,1,,72.77,Daily
CUST-02500,10.0,41,0,Laptop & Accessory,5,Divorced,0,42.0,295.61,Weekly
CUST-02501,51.0,23,1,Laptop & Accessory,4,Divorced,1,,85.66,Rarely
CUST-02502,46.0,16,0,Fashion,5,Married,0,37.0,371.86,Rarely
CUST-02503,58.0,22,0,Mobile Phone,4,Single,0,37.0,399.22,Rarely
CUST-02504,12.0,27,1,Grocery,2,Married,1,38.0,130.83,Daily
CUST-02505,25.0,8,1,Laptop & Accessory,5,Divorced,1,14.0,57.36,Daily
CUST-02506,8.0,28,0,Mobile Phone,2,Single,0,17.0,335.45,Weekly
CUST-02507,24.0,11,0,Mobile Phone,5,Married,0,5.0,327.28,Rarely
CUST-02508,,49,0,Mobile Phone,2,Divorced,0,22.0,147.2,Weekly
CUST-02509,27.0,37,0,Fashion,5,Married,1,20.0,339.19,Monthly
CUST-02510,40.0,17,0,Mobile Phone,4,Single,0,22.0,397.68,Daily
CUST-02511,29.0,47,1,Others,3,Single,1,3.0,346.22,Monthly
CUST-02512,5.0,14,0,Fashion,4,Single,1,31.0,369.84,Rarely
CUST-02513,27.0,200,1,Laptop & Accessory,5,Married,0,33.0,118.68,Weekly
CUST-02514,,-5,1,Grocery,4,Single,1,24.0,140.21,Weekly
CUST-02515,10.0,6,0,Laptop & Accessory,1,Divorced,0,,200.88,Rarely
CUST-02516,2.0,10,1,Laptop & Accessory,1,Divorced,1,29.0,332.63,Weekly
CUST-02517,28.0,12,0,Mobile Phone,4,Married,0,21.0,200.18,Weekly
CUST-02518,23.0,10,0,Others,3,Single,0,,56.68,Weekly
CUST-02519,39.0,9,0,Fashion,3,Married,0,34.0,63.22,Rarely
CUST-02520,48.0,11,1,Fashion,2,Single,1,25.0,239.34,Monthly
CUST-02521,20.0,43,0,Others,3,Single,0,15.0,79.74,Daily
CUST-02522,40.0,45,1,Fashion,2,Married,1,5.0,327.05,Monthly
CUST-02523,13.0,47,1,Others,1,Married,0,15.0,128.67,Rarely
CUST-02524,48.0,13,0,Mobile Phone,1,Married,0,,,Monthly
CUST-02525,58.0,6,0,Laptop & Accessory,2,Married,0,29.0,153.78,Weekly
CUST-02526,6.0,7,0,Laptop & Accessory,4,Single,0,31.0,206.76,Daily
CUST-02527,3.0,35,1,Laptop & Accessory,1,Married,0,1.0,385.33,Monthly
CUST-02528,37.0,31,0,Fashion,3,Divorced,0,3.0,313.35,Monthly
CUST-02529,23.0,6,0,Fashion,2,Single,0,39.0,345.54,Rarely
CUST-02530,43.0,18,0,Others,3,Divorced,0,43.0,188.61,Rarely
CUST-02531,48.0,7,0,Laptop & Accessory,1,Married,0,40.0,165.44,Weekly
CUST-02532,39.0,14,0,Laptop & Accessory,4,Divorced,1,,191.53,Monthly
CUST-02533,36.0,30,0,Laptop & Accessory,3,Married,0,,124.35,Monthly
CUST-02534,35.0,6,0,Grocery,3,Married,0,18.0,285.98,Weekly
CUST-02535,3.0,22,1,Mobile Phone,1,Divorced,1,22.0,102.18,Weekly
CUST-02536,51.0,13,0,Mobile Phone,3,Married,1,24.0,281.68,Weekly
CUST-02537,40.0,13,0,Fashion,5,Single,1,42.0,255.18,Weekly
CUST-02538,17.0,28,1,Mobile Phone,2,Married,1,28.0,,Daily
CUST-02539,21.0,14,0,Others,5,Married,0,9.0,271.97,Weekly
CUST-02540,51.0,46,1,Laptop & Accessory,3,Divorced,0,,170.85,Weekly
CUST-02541,11.0,14,1,Fashion,1,Married,1,31.0,172.57,Weekly
CUST-02542,18.0,22,1,Mobile Phone,1,Single,0,,155.62,Weekly
CUST-02543,60.0,38,0,Mobile Phone,4,Single,1,21.0,388.88,Rarely
CUST-02544,32.0,24,0,Laptop & Accessory,4,Single,0,7.0,363.45,Rarely
CUST-02545,,49,1,Laptop & Accessory,2,Married,0,27.0,198.6,Rarely
CUST-02546,46.0,15,0,Others,5,Single,0,19.0,166.97,Monthly
CUST-02547,18.0,39,0,Laptop & Accessory,4,Divorced,0,37.0,252.54,Weekly
CUST-02548,24.0,200,1,Mobile Phone,4,Divorced,0,2.0,89.74,Rarely
CUST-02549,59.0,42,0,Mobile Phone,3,Single,0,28.0,262.79,Rarely
CUST-02550,1.0,38,1,Grocery,3,Married,0,42.0,386.3,Daily
CUST-02551,18.0,25,1,Others,5,Single,0,5.0,104.69,Rarely
CUST-02552,,12,1,Others,1,Divorced,1,6.0,200.34,Rarely
CUST-02553,21.0,11,1,Mobile Phone,3,Divorced,0,28.0,54.78,Weekly
CUST-02554,7.0,22,0,Fashion,2,Divorced,0,33.0,381.28,Rarely
CUST-02555,14.0,48,0,Laptop & Accessory,5,Divorced,0,16.0,351.3,Daily
CUST-02556,5.0,29,1,Grocery,2,Single,0,41.0,282.53,Rarely
CUST-02557,13.0,48,0,Fashion,3,Divorced,0,1.0,87.02,Rarely
CUST-02558,4.0,25,1,Grocery,3,Divorced,0,37.0,75.44,Daily
CUST-02559,19.0,5,1,Others,5,Divorced,0,41.0,201.82,Rarely
CUST-02560,7.0,10,0,Laptop & Accessory,1,Divorced,0,13.0,158.92,Weekly
CUST-02561,8.0,41,0,Others,5,Divorced,0,26.0,389.32,Monthly
CUST-02562,40.0,37,0,Mobile Phone,5,Married,0,28.0,391.4,Weekly
CUST-02563,17.0,27,1,Others,5,Single,1,32.0,5000.0,Daily
CUST-02564,49.0,35,1,Grocery,2,Married,1,9.0,222.1,Rarely
CUST-02565,46.0,30,1,Grocery,1,Married,0,38.0,-50.0,Monthly
CUST-02566,25.0,10,0,Fashion,2,Married,0,3.0,182.72,Rarely
CUST-02567,48.0,12,0,Fashion,4,Married,0,17.0,347.57,Daily
CUST-02568,41.0,16,0,Fashion,5,Married,1,36.0,162.9,Daily
CUST-02569,25.0,33,0,Others,3,Single,1,14.0,266.7,Weekly
CUST-02570,17.0,6,0,Mobile Phone,4,Married,0,36.0,83.27,Daily
CUST-02571,16.0,29,1,Mobile Phone,1,Single,0,6.0,78.8,Daily
CUST-02572,39.0,5,0,Fashion,3,Divorced,1,3.0,,Daily
CUST-02573,39.0,25,0,Others,5,Married,0,33.0,258.53,Rarely
CUST-02574,30.0,8,0,Others,4,Single,1,17.0,193.86,Monthly
CUST-02575,10.0,39,0,Mobile Phone,4,Married,1,12.0,73.98,Monthly
CUST-02576,10.0,22,0,Fashion,2,Divorced,0,22.0,373.41,Rarely
CUST-02577,26.0,13,1,Others,5,Divorced,1,43.0,,Daily
CUST-02578,14.0,37,0,Mobile Phone,1,Single,0,23.0,276.25,Daily
CUST-02579,2.0,19,1,Grocery,3,Single,0,28.0,152.14,Weekly
CUST-02580,4.0,14,0,Others,1,Married,0,35.0,360.77,Rarely
CUST-02581,10.0,36,0,Fashion,2,Married,0,26.0,295.68,Weekly
CUST-02582,27.0,22,0,Grocery,3,Divorced,0,24.0,122.0,Monthly
CUST-02583,27.0,34,0,Fashion,3,Single,0,44.0,145.9,Rarely
CUST-02584,20.0,45,0,Laptop & Accessory,4,Single,0,,337.05,Rarely
CUST-02585,7.0,26,0,Laptop & Accessory,5,Divorced,0,5.0,196.88,Monthly
CUST-02586,10.0,9,0,Fashion,2,Single,0,31.0,359.79,Weekly
CUST-02587,22.0,12,0,Grocery,4,Single,0,19.0,89.41,Weekly
CUST-02588,18.0,33,1,Laptop & Accessory,1,Divorced,1,18.0,82.0,Weekly
CUST-02589,33.0,11,0,Fashion,3,Married,0,39.0,292.47,Monthly
CUST-02590,19.0,35,0,Grocery,5,Married,0,5.0,346.05,Monthly
CUST-02591,1.0,37,1,Laptop & Accessory,3,Divorced,0,33.0,104.57,Daily
CUST-02592,28.0,41,0,Laptop & Accessory,1,Divorced,0,11.0,349.22,Monthly
CUST-02593,54.0,46,1,Others,2,Single,0,2.0,333.9,Monthly
CUST-02594,32.0,14,0,Grocery,1,Married,0,26.0,321.19,Daily
CUST-02595,41.0,24,0,Laptop & Accessory,4,Divorced,0,9.0,263.04,Monthly
CUST-02596,15.0,38,1,Others,1,Divorced,0,40.0,384.06,Rarely
CUST-02597,5.0,39,0,Laptop & Accessory,5,Married,0,16.0,377.39,Rarely
CUST-02598,26.0,39,1,Mobile Phone,1,Single,0,39.0,311.82,Rarely
CUST-02599,57.0,19,1,Others,2,Divorced,0,28.0,314.5,Rarely
CUST-02600,28.0,40,0,Fashion,4,Married,0,1.0,288.96,Rarely
CUST-02601,,29,1,Fashion,2,Married,1,7.0,183.65,Rarely
CUST-02602,12.0,44,0,Laptop & Accessory,1,Single,0,14.0,130.65,Monthly
CUST-02603,17.0,39,0,Mobile Phone,1,Married,0,36.0,116.43,Daily
CUST-02604,19.0,46,1,Fashion,5,Married,0,39.0,392.73,Daily
CUST-02605,12.0,23,0,Laptop & Accessory,4,Married,0,12.0,99.97,Daily
CUST-02606,51.0,47,0,Grocery,2,Divorced,0,18.0,178.33,Daily
CUST-02607,57.0,33,1,Grocery,5,Divorced,1,24.0,213.09,Rarely
CUST-02608,59.0,42,1,Fashion,1,Divorced,0,33.0,231.16,Monthly
CUST-02609,11.0,28,1,Grocery,2,Single,0,10.0,55.46,Rarely
CUST-02610,36.0,19,0,Grocery,4,Single,0,6.0,142.83,Weekly
CUST-02611,12.0,8,1,Mobile Phone,5,Divorced,0,16.0,104.31,Rarely
CUST-02612,28.0,5,0,Laptop & Accessory,4,Divorced,0,20.0,356.9,Monthly
CUST-02613,15.0,42,1,Fashion,4,Single,1,32.0,245.92,Daily
CUST-02614,36.0,37,1,Others,2,Single,1,,110.28,Rarely
CUST-02615,5.0,35,0,Fashion,3,Married,0,6.0,258.17,Rarely
CUST-02616,1.0,23,1,Grocery,4,Divorced,1,23.0,296.93,Monthly
CUST-02617,59.0,33,1,Mobile Phone,2,Single,0,4.0,190.33,Daily
CUST-02618,59.0,19,1,Mobile Phone,2,Single,0,18.0,126.91,Monthly
CUST-02619,36.0,24,0,Mobile Phone,3,Divorced,0,2.0,72.45,Rarely
CUST-02620,57.0,9,1,Grocery,2,Divorced,1,20.0,294.9,Monthly
CUST-02621,34.0,24,0,Fashion,2,Divorced,0,25.0,239.73,Daily
CUST-02622,60.0,48,1,Grocery,3,Married,1,39.0,157.12,Rarely
CUST-02623,5.0,6,0,Fashion,3,Single,1,42.0,162.47,Rarely
CUST-02624,30.0,41,0,Mobile Phone,1,Single,0,39.0,396.09,Weekly
CUST-02625,23.0,20,1,Others,2,Married,1,4.0,361.71,Weekly
CUST-02626,47.0,18,1,Fashion,3,Single,1,36.0,55.66,Weekly
CUST-02627,18.0,48,0,Fashion,5,Single,0,41.0,117.16,Daily
CUST-02628,41.0,49,0,Laptop & Accessory,2,Married,0,30.0,102.3,Daily
CUST-02629,21.0,49,0,Grocery,5,Married,0,15.0,67.32,Monthly
CUST-02630,45.0,9,0,Laptop & Accessory,4,Married,0,,195.3,Monthly
CUST-02631,13.0,33,0,Mobile Phone,5,Single,0,24.0,56.87,Monthly
CUST-02632,55.0,12,0,Fashion,4,Married,0,20.0,5000.0,Rarely
CUST-02633,54.0,46,0,Laptop & Accessory,3,Single,0,11.0,152.84,Monthly
CUST-02634,19.0,38,0,Mobile Phone,5,Divorced,0,1.0,365.77,Weekly
CUST-02635,28.0,18,0,Mobile Phone,4,Married,1,5.0,365.22,Daily
CUST-02636,38.0,18,1,Grocery,1,Divorced,0,8.0,88.4,Rarely
CUST-02637,19.0,36,1,Others,5,Divorced,0,13.0,239.57,Rarely
CUST-02638,19.0,30,0,Grocery,5,Single,0,9.0,183.46,Rarely
CUST-02639,,7,0,Grocery,3,Divorced,0,8.0,289.53,Daily
CUST-02640,3.0,28,1,Laptop & Accessory,5,Married,1,8.0,,Rarely
CUST-02641,31.0,30,1,Laptop & Accessory,2,Single,0,7.0,293.42,Monthly
CUST-02642,48.0,20,0,Mobile Phone,4,Single,0,3.0,214.77,Rarely
CUST-02643,36.0,8,1,Mobile Phone,2,Single,0,17.0,259.59,Monthly
CUST-02644,20.0,18,0,Laptop & Accessory,4,Married,0,3.0,62.24,Monthly
CUST-02645,8.0,26,1,Mobile Phone,1,Single,1,29.0,232.71,Weekly
CUST-02646,1.0,25,1,Mobile Phone,1,Divorced,1,,247.79,Weekly
CUST-02647,56.0,39,0,Laptop & Accessory,4,Divorced,0,9.0,217.66,Daily
CUST-02648,5.0,13,0,Mobile Phone,5,Divorced,1,8.0,162.71,Monthly
CUST-02649,32.0,17,0,Fashion,4,Married,0,44.0,107.7,Rarely
CUST-02650,10.0,35,1,Others,1,Married,1,,300.14,Rarely
CUST-02651,9.0,46,0,Laptop & Accessory,2,Divorced,0,8.0,105.43,Monthly
CUST-02652,14.0,17,0,Others,5,Married,0,18.0,135.65,Monthly
CUST-02653,40.0,30,0,Grocery,4,Single,0,33.0,379.66,Rarely
CUST-02654,18.0,39,1,Fashion,4,Single,1,31.0,238.73,Weekly
CUST-02655,52.0,38,0,Mobile Phone,3,Married,1,39.0,284.12,Weekly
CUST-02656,32.0,47,0,Grocery,5,Married,1,6.0,342.57,Rarely
CUST-02657,49.0,33,1,Mobile Phone,2,Married,0,31.0,75.13,Monthly
CUST-02658,38.0,41,0,Mobile Phone,4,Divorced,0,12.0,302.42,Monthly
CUST-02659,56.0,12,0,Others,5,Single,0,35.0,311.72,Weekly
CUST-02660,7.0,19,0,Others,5,Single,0,17.0,372.49,Daily
CUST-02661,32.0,26,0,Others,3,Single,0,44.0,257.04,Daily
CUST-02662,28.0,46,1,Mobile Phone,4,Divorced,1,34.0,91.44,Rarely
CUST-02663,15.0,49,0,Mobile Phone,4,Divorced,0,28.0,97.94,Daily
CUST-02664,57.0,20,1,Others,3,Single,1,33.0,302.57,Weekly
CUST-02665,18.0,39,0,Others,3,Single,0,40.0,67.49,Monthly
CUST-02666,28.0,10,0,Mobile Phone,2,Divorced,0,29.0,92.73,Rarely
CUST-02667,,33,0,Mobile Phone,1,Married,0,26.0,343.05,Monthly
CUST-02668,41.0,9,0,Mobile Phone,4,Single,0,41.0,294.38,Rarely
CUST-02669,3.0,7,1,Laptop & Accessory,2,Divorced,1,10.0,157.12,Rarely
CUST-02670,11.0,28,0,Laptop & Accessory,3,Married,0,23.0,,Weekly
CUST-02671,19.0,6,0,Others,4,Married,0,15.0,256.03,Daily
CUST-02672,35.0,9,1,Grocery,3,Divorced,0,7.0,253.95,Rarely
CUST-02673,33.0,21,1,Others,2,Divorced,0,40.0,312.51,Monthly
CUST-02674,6.0,8,0,Others,1,Married,0,,97.97,Daily
CUST-02675,52.0,39,0,Laptop & Accessory,5,Single,0,17.0,284.84,Monthly
CUST-02676,14.0,33,0,Grocery,2,Married,0,29.0,305.57,Daily
CUST-02677,37.0,33,0,Fashion,5,Single,0,24.0,391.14,Weekly
CUST-02678,52.0,5,0,Fashion,1,Divorced,0,43.0,301.2,Weekly
CUST-02679,59.0,7,1,Laptop & Accessory,5,Divorced,1,43.0,117.77,Rarely
CUST-02680,50.0,46,0,Laptop & Accessory,5,Married,0,21.0,100.77,Daily
CUST-02681,54.0,25,0,Mobile Phone,4,Single,0,21.0,,Monthly
CUST-02682,15.0,21,0,Fashion,3,Single,0,19.0,291.88,Daily
CUST-02683,34.0,10,0,Laptop & Accessory,5,Divorced,0,5.0,221.93,Weekly
CUST-02684,13.0,5,0,Laptop & Accessory,5,Divorced,0,7.0,181.19,Weekly
CUST-02685,58.0,29,1,Grocery,1,Divorced,0,14.0,68.49,Daily
CUST-02686,56.0,27,0,Laptop & Accessory,3,Single,0,38.0,88.08,Weekly
CUST-02687,27.0,42,0,Grocery,5,Single,0,23.0,154.23,Daily
CUST-02688,,41,0,Fashion,3,Married,0,5.0,393.85,Daily
CUST-02689,52.0,10,0,Others,3,Divorced,0,32.0,242.86,Monthly
CUST-02690,,24,1,Mobile Phone,4,Divorced,1,44.0,161.36,Daily
CUST-02691,22.0,10,0,Grocery,4,Divorced,0,23.0,381.37,Weekly
CUST-02692,19.0,49,0,Laptop & Accessory,4,Divorced,0,28.0,371.6,Rarely
CUST-02693,18.0,31,0,Grocery,3,Single,0,10.0,133.93,Daily
CUST-02694,19.0,13,0,Grocery,4,Single,0,8.0,147.47,Rarely
CUST-02695,1.0,11,1,Laptop & Accessory,5,Single,0,12.0,230.83,Rarely
CUST-02696,,11,0,Others,4,Single,0,43.0,166.98,Weekly
CUST-02697,31.0,42,0,Mobile Phone,3,Divorced,0,17.0,126.12,Weekly
CUST-02698,22.0,30,1,Fashion,3,Married,0,24.0,322.65,Weekly
CUST-02699,21.0,33,1,Others,3,Single,0,31.0,282.82,Monthly
CUST-02700,46.0,31,1,Fashion,1,Single,0,33.0,76.37,Daily
CUST-02701,44.0,47,0,Mobile Phone,5,Single,0,,268.6,Weekly
CUST-02702,34.0,20,0,Grocery,4,Married,0,25.0,328.16,Daily
CUST-02703,9.0,6,0,Fashion,1,Single,0,10.0,78.07,Daily
CUST-02704,2.0,28,0,Others,3,Single,0,10.0,194.02,Daily
CUST-02705,28.0,42,0,Mobile Phone,4,Divorced,0,1.0,355.9,Daily
CUST-02706,15.0,14,1,Grocery,5,Married,1,23.0,351.24,Daily
CUST-02707,10.0,13,1,Others,4,Divorced,0,25.0,251.05,Rarely
CUST-02708,57.0,30,0,Others,4,Married,0,12.0,152.34,Monthly
CUST-02709,48.0,14,0,Fashion,1,Divorced,1,35.0,343.6,Weekly
CUST-02710,31.0,23,0,Fashion,3,Divorced,0,15.0,288.44,Monthly
CUST-02711,45.0,9,1,Fashion,5,Married,1,23.0,264.63,Rarely
CUST-02712,46.0,23,0,Mobile Phone,4,Married,0,24.0,247.75,Rarely
CUST-02713,46.0,35,0,Mobile Phone,4,Single,0,,301.2,Monthly
CUST-02714,59.0,9,0,Others,4,Divorced,0,38.0,148.92,Rarely
CUST-02715,47.0,16,0,Others,1,Single,0,44.0,142.87,Monthly
CUST-02716,41.0,38,0,Fashion,4,Single,0,8.0,79.88,Daily
CUST-02717,36.0,10,0,Laptop & Accessory,5,Divorced,0,7.0,297.34,Monthly
CUST-02718,,46,1,Others,4,Married,0,15.0,51.23,Rarely
CUST-02719,40.0,20,0,Mobile Phone,5,Divorced,0,2.0,133.0,Monthly
CUST-02720,30.0,7,1,Others,5,Single,1,1.0,89.76,Rarely
CUST-02721,29.0,18,0,Others,4,Divorced,0,32.0,298.02,Daily
CUST-02722,1.0,25,1,Laptop & Accessory,1,Married,0,30.0,372.41,Rarely
CUST-02723,19.0,24,1,Grocery,3,Married,1,25.0,,Weekly
CUST-02724,23.0,6,0,Mobile Phone,1,Single,0,44.0,322.45,Daily
CUST-02725,,31,1,Mobile Phone,3,Single,1,1.0,379.08,Weekly
CUST-02726,24.0,999,0,Others,4,Married,1,32.0,250.23,Weekly
CUST-02727,16.0,7,1,Fashion,4,Divorced,1,22.0,393.19,Rarely
CUST-02728,11.0,29,1,Laptop & Accessory,2,Married,1,9.0,,Monthly
CUST-02729,53.0,7,0,Mobile Phone,4,Single,0,44.0,385.65,Daily
CUST-02730,57.0,23,0,Grocery,4,Married,1,31.0,353.41,Rarely
CUST-02731,43.0,43,0,Grocery,4,Single,0,22.0,201.4,Daily
CUST-02732,18.0,38,1,Laptop & Accessory,1,Single,0,1.0,216.45,Rarely
CUST-02733,39.0,13,1,Grocery,1,Married,1,37.0,205.45,Daily
CUST-02734,33.0,8,0,Laptop & Accessory,3,Divorced,0,30.0,343.87,Rarely
CUST-02735,,16,1,Grocery,1,Married,0,18.0,102.58,Rarely
CUST-02736,46.0,30,0,Grocery,5,Single,0,3.0,252.73,Daily
CUST-02737,26.0,23,1,Others,4,Married,1,39.0,136.13,Monthly
CUST-02738,21.0,45,0,Laptop & Accessory,2,Single,0,36.0,297.61,Daily
CUST-02739,41.0,30,0,Mobile Phone,5,Divorced,0,15.0,80.66,Weekly
CUST-02740,31.0,32,0,Grocery,5,Married,0,24.0,380.55,Weekly
CUST-02741,50.0,40,1,Grocery,5,Single,0,34.0,144.65,Rarely
CUST-02742,3.0,34,0,Laptop & Accessory,4,Single,0,,349.71,Monthly
CUST-02743,15.0,18,0,Grocery,5,Single,0,3.0,84.66,Rarely
CUST-02744,60.0,10,0,Fashion,1,Married,0,14.0,174.63,Monthly
CUST-02745,13.0,31,1,Others,4,Married,1,2.0,107.44,Rarely
CUST-02746,40.0,28,0,Fashion,5,Divorced,0,,5000.0,Monthly
CUST-02747,20.0,19,0,Grocery,1,Divorced,1,42.0,342.46,Monthly
CUST-02748,38.0,39,1,Grocery,3,Single,1,13.0,61.22,Rarely
CUST-02749,14.0,33,1,Mobile Phone,2,Divorced,0,24.0,217.75,Monthly
CUST-02750,10.0,17,0,Fashion,4,Divorced,0,36.0,279.18,Daily
CUST-02751,23.0,39,1,Laptop & Accessory,2,Divorced,0,15.0,243.14,Monthly
CUST-02752,17.0,43,0,Fashion,4,Divorced,0,18.0,187.99,Daily
CUST-02753,12.0,27,0,Mobile Phone,5,Divorced,0,26.0,250.87,Weekly
CUST-02754,34.0,6,0,Fashion,5,Married,0,4.0,378.24,Daily
CUST-02755,45.0,23,0,Mobile Phone,3,Divorced,0,39.0,-50.0,Weekly
CUST-02756,6.0,11,0,Laptop & Accessory,3,Single,0,34.0,380.52,Daily
CUST-02757,57.0,27,1,Others,1,Married,1,35.0,65.83,Weekly
CUST-02758,37.0,21,0,Mobile Phone,2,Divorced,0,27.0,5000.0,Rarely
CUST-02759,56.0,10,0,Others,4,Married,0,40.0,240.22,Monthly
CUST-02760,58.0,49,0,Others,2,Married,1,2.0,246.57,Daily
CUST-02761,13.0,22,1,Fashion,3,Single,1,24.0,326.6,Daily
CUST-02762,29.0,9,0,Grocery,3,Single,0,13.0,386.39,Monthly
CUST-02763,14.0,42,1,Others,1,Single,0,26.0,375.27,Daily
CUST-02764,5.0,33,1,Others,1,Married,1,38.0,395.27,Monthly
CUST-02765,14.0,47,1,Mobile Phone,3,Divorced,0,44.0,337.54,Rarely
CUST-02766,1.0,29,1,Others,4,Married,1,17.0,170.82,Monthly
CUST-02767,37.0,21,0,Laptop & Accessory,5,Divorced,0,38.0,157.24,Weekly
CUST-02768,7.0,30,0,Mobile Phone,3,Divorced,0,30.0,277.54,Rarely
CUST-02769,14.0,17,0,Grocery,4,Divorced,0,25.0,345.55,Daily
CUST-02770,48.0,16,1,Mobile Phone,2,Divorced,0,34.0,123.42,Weekly
CUST-02771,41.0,23,1,Mobile Phone,2,Divorced,1,16.0,199.42,Monthly
CUST-02772,8.0,14,0,Others,2,Single,1,9.0,203.57,Monthly
CUST-02773,19.0,37,0,Fashion,4,Single,0,42.0,88.3,Weekly
CUST-02774,23.0,24,0,Laptop & Accessory,5,Single,0,2.0,304.27,Monthly
CUST-02775,27.0,46,0,Laptop & Accessory,2,Single,1,17.0,292.77,Weekly
CUST-02776,50.0,16,1,Others,1,Married,0,19.0,53.49,Weekly
CUST-02777,17.0,6,0,Fashion,5,Divorced,0,16.0,,Monthly
CUST-02778,27.0,11,0,Others,4,Single,0,23.0,,Rarely
CUST-02779,47.0,22,0,Mobile Phone,4,Divorced,1,38.0,381.71,Rarely
CUST-02780,31.0,13,1,Fashion,3,Divorced,0,34.0,300.91,Weekly
CUST-02781,31.0,42,0,Laptop & Accessory,3,Divorced,0,43.0,308.53,Daily
CUST-02782,12.0,34,0,Fashion,4,Single,0,32.0,110.36,Monthly
CUST-02783,24.0,30,1,Grocery,3,Divorced,0,10.0,260.43,Rarely
CUST-02784,60.0,17,0,Others,5,Divorced,0,13.0,181.43,Rarely
CUST-02785,20.0,9,0,Fashion,4,Married,0,14.0,301.88,Daily
CUST-02786,13.0,28,1,Laptop & Accessory,3,Single,1,34.0,236.38,Monthly
CUST-02787,40.0,7,0,Fashion,2,Divorced,0,41.0,126.98,Weekly
CUST-02788,49.0,20,0,Mobile Phone,2,Married,0,25.0,124.71,Daily
CUST-02789,22.0,8,0,Grocery,4,Married,0,29.0,376.17,Daily
CUST-02790,,25,0,Grocery,5,Single,0,,115.3,Daily
CUST-02791,4.0,5,0,Fashion,2,Married,0,2.0,94.14,Rarely
CUST-02792,57.0,49,1,Grocery,2,Married,0,42.0,168.66,Daily
CUST-02793,25.0,30,1,Others,5,Single,0,42.0,67.7,Rarely
CUST-02794,3.0,45,1,Laptop & Accessory,3,Single,0,22.0,210.76,Rarely
CUST-02795,45.0,11,1,Others,3,Married,0,17.0,114.2,Monthly
CUST-02796,29.0,17,1,Laptop & Accessory,5,Single,1,6.0,174.79,Daily
CUST-02797,11.0,13,1,Grocery,1,Married,1,44.0,247.91,Daily
CUST-02798,3.0,17,0,Grocery,3,Single,0,16.0,177.42,Weekly
CUST-02799,14.0,34,1,Mobile Phone,2,Divorced,0,17.0,57.12,Rarely
CUST-02800,57.0,24,0,Laptop & Accessory,5,Divorced,1,11.0,154.07,Daily
CUST-02801,27.0,30,1,Others,5,Married,0,2.0,61.26,Daily
CUST-02802,13.0,28,1,Others,5,Divorced,1,40.0,269.88,Weekly
CUST-02803,55.0,33,0,Grocery,2,Married,0,41.0,266.72,Rarely
CUST-02804,8.0,19,1,Mobile Phone,1,Single,1,2.0,334.59,Weekly
CUST-02805,27.0,41,0,Fashion,1,Married,0,18.0,280.42,Rarely
CUST-02806,10.0,42,0,Laptop & Accessory,3,Single,0,13.0,5000.0,Monthly
CUST-02807,48.0,46,0,Others,3,Single,0,2.0,72.34,Rarely
CUST-02808,23.0,11,1,Grocery,1,Single,1,12.0,111.81,Weekly
CUST-02809,10.0,21,0,Grocery,2,Married,0,41.0,52.54,Rarely
CUST-02810,15.0,35,1,Mobile Phone,4,Divorced,0,1.0,143.29,Rarely
CUST-02811,57.0,38,1,Grocery,1,Divorced,1,44.0,174.09,Weekly
CUST-02812,60.0,25,0,Others,2,Divorced,0,5.0,294.92,Daily
CUST-02813,53.0,10,1,Mobile Phone,5,Married,0,5.0,357.65,Weekly
CUST-02814,51.0,17,0,Others,4,Married,1,4.0,300.14,Weekly
CUST-02815,50.0,14,0,Grocery,5,Single,0,26.0,141.86,Monthly
CUST-02816,57.0,14,0,Others,1,Married,1,8.0,232.22,Daily
CUST-02817,22.0,37,0,Grocery,5,Single,0,22.0,349.4,Monthly
CUST-02818,9.0,49,1,Grocery,3,Married,1,5.0,369.51,Monthly
CUST-02819,6.0,36,1,Laptop & Accessory,5,Married,1,15.0,341.0,Daily
CUST-02820,53.0,48,0,Mobile Phone,4,Divorced,0,43.0,110.19,Rarely
CUST-02821,,22,0,Mobile Phone,3,Single,0,20.0,152.22,Weekly
CUST-02822,8.0,39,0,Laptop & Accessory,5,Married,0,14.0,162.66,Rarely
CUST-02823,24.0,21,1,Mobile Phone,2,Single,0,16.0,68.2,Weekly
